query,intent
i want to propose a girl,fallback
what is the weather,fallback
play some music,fallback
where can i meet a girlfriend,fallback
how do i cook pasta,fallback
who is the president,fallback
tell me a joke,fallback
suggest a romantic spot,fallback
what is todays date,fallback
how do i talk to girls,fallback
i want to propose a girl,fallback
how do i meet new people,fallback
who won the match,fallback
where can i find a boyfriend,fallback
what is love,fallback
suggest a romantic spot,fallback
where can i meet a girlfriend,fallback
what year is it,fallback
where can i meet a girlfriend,fallback
what is the news today,fallback
how do i cook pasta,fallback
what is todays date,fallback
what is love,fallback
play some music,fallback
i want to propose a girl,fallback
who won the match,fallback
where can i meet a girlfriend,fallback
how do i cook pasta,fallback
how do i talk to girls,fallback
what movie should i watch,fallback
tell me about relationships,fallback
what is bitcoin price,fallback
play some music,fallback
what is bitcoin price,fallback
book me a flight,fallback
suggest a romantic spot,fallback
how do i talk to girls,fallback
where can i meet a girlfriend,fallback
book me a flight,fallback
where can i make friends,fallback
what is love,fallback
how do i talk to girls,fallback
what time is it,fallback
how do i meet new people,fallback
how do i talk to girls,fallback
book me a flight,fallback
best place to propose,fallback
i want to propose a girl,fallback
what year is it,fallback
i want to propose a girl,fallback
who won the match,fallback
i want to propose a girl,fallback
what is todays date,fallback
where can i make friends,fallback
where can i meet a girlfriend,fallback
where can i make friends,fallback
book me a flight,fallback
what is todays date,fallback
who is the president,fallback
suggest a romantic spot,fallback
what movie should i watch,fallback
who won the match,fallback
how do i talk to girls,fallback
what is todays date,fallback
suggest a romantic spot,fallback
what is the weather,fallback
where can i find a boyfriend,fallback
how do i talk to girls,fallback
what is todays date,fallback
what is todays date,fallback
best place to propose,fallback
what is love,fallback
where can i find a boyfriend,fallback
where can i meet a girlfriend,fallback
best place to propose,fallback
where can i meet a girlfriend,fallback
what is bitcoin price,fallback
where can i meet a girlfriend,fallback
suggest a romantic spot,fallback
what is the weather,fallback
how do i meet new people,fallback
how do i talk to girls,fallback
how do i meet new people,fallback
tell me a joke,fallback
how do i meet new people,fallback
how do i meet new people,fallback
how do i meet new people,fallback
play some music,fallback
what day is today,fallback
what year is it,fallback
tell me about relationships,fallback
what is the weather,fallback
what time is it,fallback
