query,intent,query_len,label
career guidance sessions,ask_placement,3,9
which floor is Management department,ask_department,5,3
i have stomachache,emergency,3,11
where can i ask general questions,ask_contact,6,2
what labs are in Information Technology,ask_department,6,3
any guest lecture today,ask_event,4,4
best place to read on campus,recommend_place,6,18
what does Robotics and Automation department offer,ask_department,7,3
hostel curfew timing,ask_hostel,3,7
cultural fest this year,ask_fest,4,6
where can i get my id card reissued,service_query,8,19
where is the canteen,find_location,4,15
cultural night programme,ask_fest,3,6
robotics competition schedule,ask_fest,3,6
best place to study on campus,recommend_place,6,18
how to register for placements,ask_placement,5,9
where can i get lunch,menu_query,5,17
is HUM Classroom 602 open now,ask_hours,6,8
what are the timings of First Floor Washrooms,ask_hours,8,8
campus community events,social_life,3,20
hostel rules and regulations,ask_hostel,4,7
i found keys near the cafeteria,lost_found,6,16
what is the weather,fallback,4,14
someone stole my laptop what do i do,lost_found,8,16
where is Mechanical Engineering faculty room,faculty_query,6,13
what is love,fallback,3,14
is IT Classroom 102 open today,ask_hours,6,8
who should i contact for Mechanical Engineering Department,ask_contact,8,2
is there still time to apply,ask_admission,6,0
what year is it,fallback,4,14
when is ROBO Classroom 502 open,ask_hours,6,8
bursary for students,ask_scholarship,3,10
i injured myself,emergency,3,11
how to check exam results online,ask_exam,6,5
scholarship deadline this year,ask_scholarship,4,10
where is Mechanical Engineering department,ask_department,5,3
how to get hostel allotment,ask_hostel,5,7
what facilities are in ROBO Classroom 502,facility_info,7,12
how to get involved in campus activities,social_life,7,20
what food is available now,menu_query,5,17
where to get admission brochure,ask_admission,5,0
is there a girls hostel,ask_hostel,5,7
admission process for MBA,ask_admission,4,0
hostel wifi details,ask_hostel,3,7
hostel mess menu,ask_hostel,3,7
suggest a calm place on campus,recommend_place,6,18
technical fest schedule,ask_fest,3,6
i need emergency help,emergency,4,11
how many students get placed,ask_placement,5,9
what services does Ground Floor Emergency Exit provide,facility_info,8,12
i found a bag in the classroom,lost_found,7,16
new student orientation details,ask_admission,4,0
where is the exam cell,ask_exam,5,5
give me details about ME Classroom 301,facility_info,7,12
who won the match,fallback,4,14
where can i relax after class,recommend_place,6,18
where can i return books,service_query,5,19
quiz competition campus,ask_fest,3,6
what workshops are happening,ask_event,4,4
best place to read on campus,recommend_place,6,18
I miss home tips for new students,social_life,7,20
where can visitors ask for help,ask_contact,6,2
co-curricular activities details,ask_club,3,1
is cafeteria open on sunday,ask_hours,5,8
I feel lonely on campus,social_life,5,20
student enrollment process,ask_admission,3,0
is there still time to apply,ask_admission,6,0
how to get student id reissued,service_query,6,19
price of tea,menu_query,3,17
hostel leave application,ask_hostel,3,7
where do lecturers sit,faculty_query,4,13
where can visitors ask for help,ask_contact,6,2
what time does the gym open,ask_hours,6,8
friendly places on campus,social_life,4,20
what is on the menu today,menu_query,6,17
where is the library,find_location,4,15
i need first aid,emergency,4,11
suggest a romantic spot,fallback,4,14
student newspaper club,ask_club,3,1
i feel nauseated and dizzy,emergency,5,11
what services does Biotechnology Department Washrooms provide,facility_info,7,12
which floor is Information Technology department,ask_department,6,3
grace marks policy,ask_exam,3,5
from cse to gym,find_location,4,15
where is the hod office of Chemical Engineering,faculty_query,8,13
grace marks policy,ask_exam,3,5
tell me about Central Library,facility_info,5,12
which floor is Chemical Engineering department,ask_department,6,3
open mic night campus,ask_fest,4,6
internal assessment marks,ask_exam,3,5
where do lecturers sit,faculty_query,4,13
what labs are in Information Technology,ask_department,6,3
financial assistance for students,ask_scholarship,4,10
how much is coffee,menu_query,4,17
who manages document queries,ask_contact,4,2
what time does the gym open,ask_hours,6,8
best place to read on campus,recommend_place,6,18
where is a comfortable place to sit,recommend_place,7,18
cultural night programme,ask_fest,3,6
where can i meet a girlfriend,fallback,6,14
campus life tips for freshers,social_life,5,20
is the library open now,ask_hours,5,8
i need a no objection certificate,service_query,6,19
lost my watch,lost_found,3,16
tell me about CE Faculty Room,facility_info,6,12
exam schedule for final year,ask_exam,5,5
international student social events,social_life,4,20
who qualifies for scholarship,ask_scholarship,4,10
yoga club schedule,ask_club,3,1
what is todays date,fallback,4,14
what time does Mechanical Engineering Lab close,ask_hours,7,8
where is first aid,emergency,4,11
lost my wallet,lost_found,3,16
weekend activities on campus,social_life,4,20
placement for MBA students,ask_placement,4,9
where is Humanities and Communication department,ask_department,6,3
my laptop battery is dead where can i go,service_query,9,19
coding competition details,ask_fest,3,6
where can i get bonafide certificate,service_query,6,19
photography club meetings,ask_club,3,1
opening hours of Chemical Engineering Lab,ask_hours,6,8
music fest at university,ask_fest,4,6
student clubs at campus,ask_club,4,1
where is Management department,ask_department,4,3
technical fest schedule,ask_fest,3,6
hostel security details,ask_hostel,3,7
where can i sit with laptop,recommend_place,6,18
where can I get career counselling,ask_placement,6,9
how much does lunch cost,menu_query,5,17
where is Artificial Intelligence and Data Science faculty room,faculty_query,9,13
opening hours of Robotics and Automation Department,ask_hours,7,8
who handles hostel issues,ask_contact,4,2
what food is available now,menu_query,5,17
transcript request process,ask_exam,3,5
i twisted my ankle,emergency,4,11
i want to propose a girl,fallback,6,14
what are the intake dates,ask_admission,5,0
faculty room for Computer Science Engineering,faculty_query,6,13
debate competition details,ask_fest,3,6
play some music,fallback,3,14
aptitude test for placements,ask_placement,4,9
internet is not working on my laptop,service_query,7,19
how to get a student ID after admission,ask_admission,8,0
where to get admission brochure,ask_admission,5,0
where is a comfortable place to sit,recommend_place,7,18
what are the intake dates,ask_admission,5,0
what does Humanities and Communication department offer,ask_department,7,3
open mic night campus,ask_fest,4,6
dance competition on campus,ask_fest,4,6
internal assessment marks,ask_exam,3,5
is there a nice outdoor spot on campus,recommend_place,8,18
how to register for placements,ask_placement,5,9
someone fainted in the classroom,emergency,5,11
my laptop battery died where can i charge,service_query,8,19
show me the way to Mechanical Engineering Department,find_location,8,15
lost my laptop,lost_found,3,16
debate competition details,ask_fest,3,6
what is the price of tea,menu_query,6,17
debate society details,ask_club,3,1
who should i contact for Girls Hostel,ask_contact,7,2
where is Chemical Engineering faculty room,faculty_query,6,13
drama club auditions,ask_club,3,1
opening hours of CHE Faculty Room,ask_hours,6,8
what does Information Technology department offer,ask_department,6,3
suggest a calm place on campus,recommend_place,6,18
where is Information Technology staff room,faculty_query,6,13
student council elections,ask_club,3,1
i am having trouble breathing,emergency,5,11
staff room for Electrical Engineering,faculty_query,5,13
how do i talk to girls,fallback,6,14
where is the placement cell,ask_placement,5,9
who is the contact for Registrar Office,ask_contact,7,2
where can i ask general questions,ask_contact,6,2
any guest lecture today,ask_event,4,4
mock interview preparation help,ask_placement,4,9
i need a doctor,emergency,4,11
is there a nice outdoor spot on campus,recommend_place,8,18
price of tea,menu_query,3,17
i found a bag in the classroom,lost_found,7,16
opening hours of Electrical Department Washrooms,ask_hours,6,8
price of samosa,menu_query,3,17
where can i meet my project supervisor,faculty_query,7,13
which floor is Chemical Engineering department,ask_department,6,3
who manages document queries,ask_contact,4,2
show me the way to Library Book Issue Counter,find_location,9,15
where is the cafeteria,find_location,4,15
tell me about Mechanical Engineering,ask_department,5,3
i feel nauseated and dizzy,emergency,5,11
drama club auditions,ask_club,3,1
tell me about HOD Office - Civil Engineering,facility_info,8,12
give me details about Humanities and Communication Department,facility_info,8,12
admission for transfer students,ask_admission,4,0
scholarship for international students,ask_scholarship,4,10
dance competition on campus,ask_fest,4,6
where is the library,find_location,4,15
where can i get bonafide certificate,service_query,6,19
hostel room availability,ask_hostel,3,7
where is Humanities and Communication faculty room,faculty_query,7,13
farewell party for final year,ask_fest,5,6
is Central Library open now,ask_hours,5,8
peer mentorship programme,ask_club,3,1
best place to study on campus,recommend_place,6,18
I want to apply to this university,ask_admission,7,0
i feel sick,emergency,3,11
is the library open now,ask_hours,5,8
how to check exam results online,ask_exam,6,5
prospectus for new students,ask_admission,4,0
where can i print assignment,service_query,5,19
i think someone stole my phone,lost_found,6,16
where is Electronics and Communication Engineering staff room,faculty_query,8,13
inter department sports meet,ask_fest,4,6
coffee price,menu_query,2,17
is the library open now,ask_hours,5,8
internship opportunities on campus,ask_placement,4,9
mock interview preparation help,ask_placement,4,9
salary packages for graduates,ask_placement,4,9
take me to Electrical Machines and Power Systems Lab,find_location,9,15
who handles hostel issues,ask_contact,4,2
scholarship office location,ask_scholarship,3,10
faculty room for Humanities and Communication,faculty_query,6,13
I want to meet new people at university,social_life,8,20
government scholarship details,ask_scholarship,3,10
